yacht	Used for sailing	0.99694	4
anchor	Used for sailing	0.98111	4
ship	Used for sailing	0.99647	4
sailboat	Used for sailing	0.98350	4
sled	Used for skiing	0.99587	3
skis	Used for skiing	0.99261	3
snowboard	Used for skiing	0.99657	3
car	Used for transportation	0.99461	18
trolley	Used for transportation	0.98973	18
limousine	Used for transportation	0.98322	18
motorcycle	Used for transportation	0.98481	18
trailer	Used for transportation	0.98837	18
airplane	Used for transportation	0.97914	18
cart	Used for transportation	0.98905	18
bicycle	Used for transportation	0.98886	18
taxi	Used for transportation	0.99075	18
subway	Used for transportation	0.99315	18
van	Used for transportation	0.98990	18
truck	Used for transportation	0.99339	18
bus	Used for transportation	0.99558	18
unicycle	Used for transportation	0.92453	18
train	Used for transportation	0.99338	18
scooter	Used for transportation	0.96320	18
wagon	Used for transportation	0.98929	18
bike	Used for transportation	0.98832	18
sofa	a backrest	0.94005	5
rocker	a backrest	0.95900	5
couch	a backrest	0.91810	5
bench	a backrest	0.99210	5
chair	a backrest	0.98545	5
bench	a backrest for support	0.99293	2
chair	a backrest for support	0.99085	2
lime	a citrus fruit	0.99083	4
orange	a citrus fruit	0.99302	4
grapefruit	a citrus fruit	0.99404	4
mandarin	a citrus fruit	0.99280	4
table	a flat surface	0.99675	3
desk	a flat surface	0.99646	3
dining table	a flat surface	0.99237	3
table	a flat surface for placing items	0.99475	2
dining table	a flat surface for placing items	0.98778	2
table	a flat surface for placing objects	0.99453	2
dining table	a flat surface for placing objects	0.98725	2
table	a flat surface for placing things	0.99407	2
dining table	a flat surface for placing things	0.98567	2
pear	a fruit	0.96575	9
apple	a fruit	0.97373	9
peach	a fruit	0.96140	9
nectarine	a fruit	0.97186	9
tangerine	a fruit	0.95724	9
honeydew	a fruit	0.94514	9
banana	a fruit	0.97024	9
cantaloupe	a fruit	0.97410	9
orange	a fruit	0.95965	9
turtle	a hard shell	0.93237	6
crab	a hard shell	0.87214	6
clam	a hard shell	0.95348	6
tortoise	a hard shell	0.95443	6
shell	a hard shell	0.97558	6
snail	a hard shell	0.87486	6
dining table	a horizontal surface	0.99151	2
table	a horizontal surface	0.99550	2
cell phone	a screen	0.96582	2
laptop	a screen	0.96663	2
cell phone	a screen/display	0.99400	2
laptop	a screen/display	0.99246	2
sofa	a seat	0.99559	4
bench	a seat	0.99751	4
chair	a seat	0.99737	4
rocker	a seat	0.96052	4
bench	a seat for sitting	0.99290	2
chair	a seat for sitting	0.99496	2
tomahawk	a sharp blade	0.99278	6
spear	a sharp blade	0.99203	6
dagger	a sharp blade	0.99563	6
sword	a sharp blade	0.99645	6
razor	a sharp blade	0.99587	6
machete	a sharp blade	0.99547	6
salamander	a slimy body	0.88061	2
worm	a slimy body	0.87818	2
banana	a smooth skin	0.75352	3
avocado	a smooth skin	0.80093	3
olive	a smooth skin	0.87170	3
banana	a soft and mushy interior	0.87077	7
honeydew	a soft and mushy interior	0.84501	7
peach	a soft and mushy interior	0.89070	7
cantaloupe	a soft and mushy interior	0.85322	7
olive	a soft and mushy interior	0.75590	7
avocado	a soft and mushy interior	0.87107	7
nectarine	a soft and mushy interior	0.84351	7
rhubarb	a sour taste	0.98030	3
lemon	a sour taste	0.96223	3
lime	a sour taste	0.95969	3
wasp	a stinger	0.99668	3
hornet	a stinger	0.99731	3
ant	a stinger	0.89070	3
cranberry	a sweet taste	0.90752	8
raspberry	a sweet taste	0.92366	8
blueberry	a sweet taste	0.96425	8
strawberry	a sweet taste	0.96722	8
tangerine	a sweet taste	0.91233	8
cantaloupe	a sweet taste	0.94831	8
honeydew	a sweet taste	0.93220	8
nectarine	a sweet taste	0.96572	8
banana	a tropical origin	0.82395	5
pineapple	a tropical origin	0.80138	5
cantaloupe	a tropical origin	0.75362	5
avocado	a tropical origin	0.82724	5
coconut	a tropical origin	0.82933	5
rabbit	a type of animal	0.96876	7
cat	a type of animal	0.97612	7
rat	a type of animal	0.97766	7
bird	a type of animal	0.95465	7
dog	a type of animal	0.94637	7
squirrel	a type of animal	0.97260	7
chimp	a type of animal	0.98019	7
pear	a type of fruit	0.98270	12
grape	a type of fruit	0.98418	12
nectarine	a type of fruit	0.98223	12
plum	a type of fruit	0.97648	12
banana	a type of fruit	0.98482	12
strawberry	a type of fruit	0.97162	12
tangerine	a type of fruit	0.97426	12
orange	a type of fruit	0.97757	12
cantaloupe	a type of fruit	0.98462	12
peach	a type of fruit	0.97606	12
apple	a type of fruit	0.98550	12
honeydew	a type of fruit	0.96690	12
bridge	a vertical structure	0.84184	3
skyscraper	a vertical structure	0.99454	3
pyramid	a vertical structure	0.89519	3
frog	able to jump	0.96069	2
toad	able to jump	0.97571	2
shawl	accessories for cold weather	0.78071	5
earmuffs	accessories for cold weather	0.88528	5
mittens	accessories for cold weather	0.95585	5
gloves	accessories for cold weather	0.93797	5
scarf	accessories for cold weather	0.91064	5
veil	accessories for dressing up	0.87071	2
necklace	accessories for dressing up	0.95825	2
belt	accessories for holding up pants	0.96773	2
buckle	accessories for holding up pants	0.88377	2
shawl	accessories for keeping warm	0.92344	3
scarf	accessories for keeping warm	0.95238	3
earmuffs	accessories for keeping warm	0.96405	3
scarf	accessories for staying warm	0.95453	3
shawl	accessories for staying warm	0.92834	3
earmuffs	accessories for staying warm	0.96822	3
scarf	accessories for warmth and fashion	0.93790	3
earmuffs	accessories for warmth and fashion	0.91754	3
shawl	accessories for warmth and fashion	0.90075	3
mittens	accessories for winter	0.96645	2
earmuffs	accessories for winter	0.90669	2
belt	accessories used to hold up or decorate clothing	0.83575	2
pin	accessories used to hold up or decorate clothing	0.79563	2
veil	accessories worn by women	0.96686	2
necklace	accessories worn by women	0.98120	2
scarf	accessories worn for warmth	0.96502	2
shawl	accessories worn for warmth	0.95634	2
lime	acidic fruits	0.92277	2
grapefruit	acidic fruits	0.96269	2
harmonica	acoustic instruments	0.80282	2
banjo	acoustic instruments	0.96278	2
rat	active at night	0.79743	2
owl	active at night	0.98112	2
medal	adornment	0.98950	2
crown	adornment	0.99454	2
rocket	aerial transport vehicles	0.79057	2
helicopter	aerial transport vehicles	0.95113	2
rocket	aerial vehicles	0.92208	2
helicopter	aerial vehicles	0.96600	2
tractor	agricultural vehicles	0.98838	2
wagon	agricultural vehicles	0.94308	2
jet	air transportation	0.99531	3
airplane	air transportation	0.99201	3
helicopter	air transportation	0.99217	3
jet	air travel vehicles	0.97648	2
helicopter	air travel vehicles	0.92130	2
balloon	airborne objects	0.93421	2
rocket	airborne objects	0.91734	2
helicopter	airborne vehicles	0.94846	2
rocket	airborne vehicles	0.94352	2
jet	aircraft	0.99587	3
rocket	aircraft	0.98660	3
helicopter	aircraft	0.99575	3
jet	aircraft for flying	0.99172	2
helicopter	aircraft for flying	0.98149	2
jet	aircraft types	0.94816	3
helicopter	aircraft types	0.88259	3
rocket	aircraft types	0.88872	3
jet	aircraft vehicles	0.97914	3
helicopter	aircraft vehicles	0.94941	3
rocket	aircraft vehicles	0.92361	3
baseball glove	all equipment used in baseball	0.93571	2
baseball bat	all equipment used in baseball	0.94569	2
harpsichord	all string instruments	0.95919	5
banjo	all string instruments	0.80871	5
harp	all string instruments	0.98549	5
violin	all string instruments	0.88485	5
cello	all string instruments	0.80906	5
handbag	all types of bags	0.95475	3
sack	all types of bags	0.96825	3
bag	all types of bags	0.88509	3
sailboat	all types of boats	0.83411	3
ship	all types of boats	0.81247	3
yacht	all types of boats	0.76293	3
lime	all types of citrus fruits	0.95205	4
mandarin	all types of citrus fruits	0.98721	4
grapefruit	all types of citrus fruits	0.98559	4
orange	all types of citrus fruits	0.97268	4
mug	all types of drinking vessels	0.98582	2
wine glass	all types of drinking vessels	0.90006	2
grasshopper	all types of insects	0.97055	12
wasp	all types of insects	0.98711	12
flea	all types of insects	0.93466	12
butterfly	all types of insects	0.96178	12
beetle	all types of insects	0.97898	12
hornet	all types of insects	0.82969	12
housefly	all types of insects	0.91147	12
ant	all types of insects	0.98318	12
cockroach	all types of insects	0.93042	12
moth	all types of insects	0.98336	12
caterpillar	all types of insects	0.95638	12
worm	all types of insects	0.80072	12
colander	all types of kitchen tools used for preparing food	0.90611	2
grater	all types of kitchen tools used for preparing food	0.88765	2
stone	all types of natural stone	0.93966	2
marble	all types of natural stone	0.92435	2
book	all types of reading materials	0.96310	2
magazine	all types of reading materials	0.96583	2
yam	all types of root vegetables	0.98493	3
potato	all types of root vegetables	0.97576	3
turnip	all types of root vegetables	0.98701	3
ship	all types of watercraft	0.89042	5
canoe	all types of watercraft	0.90674	5
boat	all types of watercraft	0.95106	5
sailboat	all types of watercraft	0.91894	5
yacht	all types of watercraft	0.85079	5
pen	all writing utensils	0.97450	2
pencil	all writing utensils	0.95551	2
bus	alternative modes of transportation	0.75225	3
train	alternative modes of transportation	0.75705	3
unicycle	alternative modes of transportation	0.84116	3
cannon	ammunition	0.93895	2
bullet	ammunition	0.99507	2
turtle	amphibian animals	0.98870	6
frog	amphibian animals	0.98955	6
alligator	amphibian animals	0.75323	6
salamander	amphibian animals	0.99326	6
tortoise	amphibian animals	0.95579	6
toad	amphibian animals	0.98782	6
turtle	amphibians	0.97084	4
frog	amphibians	0.98758	4
toad	amphibians	0.98936	4
salamander	amphibians	0.99263	4
iguana	amphibians or reptiles	0.97954	8
turtle	amphibians or reptiles	0.99343	8
tortoise	amphibians or reptiles	0.98907	8
crocodile	amphibians or reptiles	0.96475	8
alligator	amphibians or reptiles	0.97294	8
python	amphibians or reptiles	0.81445	8
salamander	amphibians or reptiles	0.85169	8
toad	amphibians or reptiles	0.80029	8
gate	an opening for passage	0.98001	2
door	an opening for passage	0.96242	2
avocado	an outer skin that is edible	0.76544	2
olive	an outer skin that is edible	0.82914	2
beehive	animal enclosures	0.75945	2
cage	animal enclosures	0.98414	2
beehive	animal homes	0.91517	3
barn	animal homes	0.94913	3
cage	animal homes	0.90302	3
cat	animals commonly kept as pets	0.99021	4
rabbit	animals commonly kept as pets	0.96891	4
dog	animals commonly kept as pets	0.98672	4
hamster	animals commonly kept as pets	0.99057	4
elephant	animals found in Africa	0.97584	3
gorilla	animals found in Africa	0.97782	3
giraffe	animals found in Africa	0.97979	3
giraffe	animals found in African savannah	0.99034	6
hyena	animals found in African savannah	0.98864	6
elephant	animals found in African savannah	0.98006	6
gorilla	animals found in African savannah	0.96668	6
zebra	animals found in African savannah	0.98503	6
camel	animals found in African savannah	0.90823	6
platypus	animals found in Australia	0.95859	2
crocodile	animals found in Australia	0.82683	2
elephant	animals found in a safari	0.96467	3
leopard	animals found in a safari	0.97301	3
lion	animals found in a safari	0.97474	3
penguin	animals found in polar regions	0.99146	2
walrus	animals found in polar regions	0.99089	2
walrus	animals found in the Arctic	0.98922	3
seal	animals found in the Arctic	0.89867	3
caribou	animals found in the Arctic	0.98934	3
caribou	animals found in the Rocky Mountains	0.97615	7
bear	animals found in the Rocky Mountains	0.97483	7
coyote	animals found in the Rocky Mountains	0.92740	7
deer	animals found in the Rocky Mountains	0.98689	7
moose	animals found in the Rocky Mountains	0.99296	7
bison	animals found in the Rocky Mountains	0.99086	7
elk	animals found in the Rocky Mountains	0.99439	7
caribou	animals found in the arctic	0.99101	4
seal	animals found in the arctic	0.80988	4
walrus	animals found in the arctic	0.99022	4
penguin	animals found in the arctic	0.94705	4
bear	animals found in the forest	0.98425	11
deer	animals found in the forest	0.99590	11
squirrel	animals found in the forest	0.96723	11
raccoon	animals found in the forest	0.97282	11
fox	animals found in the forest	0.98172	11
hare	animals found in the forest	0.92965	11
chipmunk	animals found in the forest	0.97250	11
groundhog	animals found in the forest	0.94162	11
moose	animals found in the forest	0.99295	11
elk	animals found in the forest	0.99342	11
beaver	animals found in the forest	0.98865	11
gorilla	animals found in the jungle	0.98864	5
elephant	animals found in the jungle	0.97505	5
panther	animals found in the jungle	0.98124	5
lion	animals found in the jungle	0.98242	5
leopard	animals found in the jungle	0.97686	5
octopus	animals found in the ocean	0.98199	7
dolphin	animals found in the ocean	0.98773	7
turtle	animals found in the ocean	0.95997	7
squid	animals found in the ocean	0.99136	7
crab	animals found in the ocean	0.97769	7
whale	animals found in the ocean	0.99155	7
clam	animals found in the ocean	0.98733	7
walrus	animals found in the polar regions	0.98960	2
penguin	animals found in the polar regions	0.99046	2
elephant	animals found in the savannah	0.96603	6
gorilla	animals found in the savannah	0.94153	6
hyena	animals found in the savannah	0.98882	6
giraffe	animals found in the savannah	0.99128	6
zebra	animals found in the savannah	0.99022	6
camel	animals found in the savannah	0.92820	6
fox	animals found in the wild	0.97935	7
raccoon	animals found in the wild	0.94430	7
elephant	animals found in the wild	0.94869	7
tiger	animals found in the wild	0.97532	7
deer	animals found in the wild	0.99499	7
lion	animals found in the wild	0.97517	7
bear	animals found in the wild	0.96877	7
hawk	animals known for their wings	0.97719	3
butterfly	animals known for their wings	0.98809	3
eagle	animals known for their wings	0.94799	3
crocodile	animals native to Australia	0.91084	2
platypus	animals native to Australia	0.96934	2
moose	animals often hunted by predators	0.98469	5
fox	animals often hunted by predators	0.95138	5
bear	animals often hunted by predators	0.92615	5
deer	animals often hunted by predators	0.99288	5
raccoon	animals often hunted by predators	0.94090	5
ox	animals raised for meat consumption	0.96862	4
goat	animals raised for meat consumption	0.94611	4
pig	animals raised for meat consumption	0.97860	4
cow	animals raised for meat consumption	0.97951	4
deer	animals that can be hunted for food or sport	0.98563	3
bear	animals that can be hunted for food or sport	0.93857	3
elk	animals that can be hunted for food or sport	0.97590	3
rabbit	animals that can be pets	0.96494	4
hamster	animals that can be pets	0.98830	4
dog	animals that can be pets	0.97496	4
cat	animals that can be pets	0.98333	4
dog	animals that can be trained	0.97627	4
cat	animals that can be trained	0.93019	4
pony	animals that can be trained	0.77006	4
chimp	animals that can be trained	0.95184	4
crow	animals that can fly	0.96743	2
bird	animals that can fly	0.98796	2
toad	animals that can jump	0.94720	2
frog	animals that can jump	0.95433	2
giraffe	animals that live in Africa	0.97534	3
gorilla	animals that live in Africa	0.97722	3
elephant	animals that live in Africa	0.97214	3
elk	animals that live in forests	0.99083	9
groundhog	animals that live in forests	0.90120	9
fox	animals that live in forests	0.98191	9
deer	animals that live in forests	0.99488	9
beaver	animals that live in forests	0.98367	9
moose	animals that live in forests	0.99071	9
bear	animals that live in forests	0.98462	9
squirrel	animals that live in forests	0.95912	9
raccoon	animals that live in forests	0.96474	9
seal	animals that live in the Arctic	0.89966	4
penguin	animals that live in the Arctic	0.78180	4
caribou	animals that live in the Arctic	0.98462	4
walrus	animals that live in the Arctic	0.98665	4
goldfish	animals that live underwater	0.96036	5
octopus	animals that live underwater	0.94633	5
squid	animals that live underwater	0.96320	5
turtle	animals that live underwater	0.92383	5
dolphin	animals that live underwater	0.97639	5
salamander	animals that move slowly	0.82311	2
tortoise	animals that move slowly	0.94385	2
caribou	animals typically found in cold climates	0.90112	3
moose	animals typically found in cold climates	0.80884	3
penguin	animals typically found in cold climates	0.96296	3
goat	animals used for milk production	0.96700	4
cow	animals used for milk production	0.97449	4
sheep	animals used for milk production	0.97264	4
buffalo	animals used for milk production	0.86347	4
chimp	animals with four legs	0.81103	2
platypus	animals with four legs	0.93113	2
snail	animals with hard shells	0.97242	3
turtle	animals with hard shells	0.98695	3
tortoise	animals with hard shells	0.98508	3
pony	animals with hooves	0.98523	5
horse	animals with hooves	0.98809	5
ox	animals with hooves	0.98164	5
donkey	animals with hooves	0.97692	5
camel	animals with hooves	0.96015	5
bench	another type of seating furniture	0.95727	4
couch	another type of seating furniture	0.88547	4
rocker	another type of seating furniture	0.93853	4
sofa	another type of seating furniture	0.92889	4
deer	antlered animals	0.99644	5
elk	antlered animals	0.99313	5
moose	antlered animals	0.99467	5
caribou	antlered animals	0.99344	5
bison	antlered animals	0.79105	5
crocodile	apex predators	0.98014	6
alligator	apex predators	0.98595	6
cheetah	apex predators	0.99561	6
panther	apex predators	0.99609	6
bear	apex predators	0.97844	6
tiger	apex predators	0.99408	6
oven	appliances	0.95577	5
toaster	appliances	0.96081	5
microwave	appliances	0.94758	5
fridge	appliances	0.97776	5
stove	appliances	0.93124	5
dishwasher	appliances commonly found in kitchens	0.98647	6
microwave	appliances commonly found in kitchens	0.96280	6
stove	appliances commonly found in kitchens	0.99012	6
oven	appliances commonly found in kitchens	0.98618	6
toaster	appliances commonly found in kitchens	0.97072	6
fridge	appliances commonly found in kitchens	0.98657	6
fridge	appliances for a kitchen	0.98313	6
toaster	appliances for a kitchen	0.95425	6
dishwasher	appliances for a kitchen	0.97814	6
oven	appliances for a kitchen	0.98352	6
stove	appliances for a kitchen	0.98936	6
microwave	appliances for a kitchen	0.94297	6
oven	appliances for cooking	0.99160	4
toaster	appliances for cooking	0.91001	4
stove	appliances for cooking	0.99347	4
microwave	appliances for cooking	0.95991	4
oven	appliances for cooking food	0.98044	2
stove	appliances for cooking food	0.98534	2
oven	appliances for cooking in the kitchen	0.99141	2
stove	appliances for cooking in the kitchen	0.99425	2
fridge	appliances for food storage	0.98901	2
refrigerator	appliances for food storage	0.98706	2
refrigerator	appliances for keeping food cold	0.99465	2
freezer	appliances for keeping food cold	0.99360	2
fridge	appliances for storage	0.98585	3
refrigerator	appliances for storage	0.98475	3
cupboard	appliances for storage	0.78980	3
refrigerator	appliances for storing and cooling food	0.99273	3
freezer	appliances for storing and cooling food	0.99014	3
fridge	appliances for storing and cooling food	0.99374	3
refrigerator	appliances for storing and preserving food	0.98206	2
freezer	appliances for storing and preserving food	0.95370	2
fridge	appliances for storing food	0.99191	3
freezer	appliances for storing food	0.98235	3
refrigerator	appliances for storing food	0.98978	3
refrigerator	appliances for storing food and drink	0.97785	2
fridge	appliances for storing food and drink	0.98577	2
fridge	appliances for storing food and drinks	0.98953	3
refrigerator	appliances for storing food and drinks	0.98563	3
freezer	appliances for storing food and drinks	0.76151	3
fridge	appliances for storing food/ drinks	0.98655	3
freezer	appliances for storing food/ drinks	0.79421	3
refrigerator	appliances for storing food/ drinks	0.98215	3
blender	appliances found in a kitchen	0.93463	5
fridge	appliances found in a kitchen	0.98645	5
dishwasher	appliances found in a kitchen	0.98149	5
microwave	appliances found in a kitchen	0.95567	5
toaster	appliances found in a kitchen	0.96652	5
microwave	appliances found in kitchens	0.97001	6
oven	appliances found in kitchens	0.99018	6
dishwasher	appliances found in kitchens	0.99171	6
fridge	appliances found in kitchens	0.99079	6
stove	appliances found in kitchens	0.99220	6
toaster	appliances found in kitchens	0.97756	6
blender	appliances found in the kitchen	0.93491	6
toaster	appliances found in the kitchen	0.96878	6
oven	appliances found in the kitchen	0.98517	6
fridge	appliances found in the kitchen	0.98881	6
microwave	appliances found in the kitchen	0.96230	6
dishwasher	appliances found in the kitchen	0.98453	6
dishwasher	appliances in a kitchen	0.98690	6
oven	appliances in a kitchen	0.98972	6
microwave	appliances in a kitchen	0.97252	6
fridge	appliances in a kitchen	0.98928	6
stove	appliances in a kitchen	0.99225	6
toaster	appliances in a kitchen	0.97222	6
microwave	appliances in the kitchen	0.97832	5
dishwasher	appliances in the kitchen	0.98881	5
toaster	appliances in the kitchen	0.97562	5
oven	appliances in the kitchen	0.98989	5
stove	appliances in the kitchen	0.99218	5
oven	appliances used for cooking	0.99373	4
toaster	appliances used for cooking	0.92730	4
microwave	appliances used for cooking	0.96846	4
stove	appliances used for cooking	0.99502	4
oven	appliances used for cooking food	0.98490	2
stove	appliances used for cooking food	0.98881	2
fridge	appliances used for food storage	0.99143	3
freezer	appliances used for food storage	0.97462	3
refrigerator	appliances used for food storage	0.98877	3
refrigerator	appliances used for storage and preservation of food	0.98980	4
cellar	appliances used for storage and preservation of food	0.76486	4
freezer	appliances used for storage and preservation of food	0.97795	4
fridge	appliances used for storage and preservation of food	0.99105	4
refrigerator	appliances used for storing food	0.99028	3
fridge	appliances used for storing food	0.99283	3
freezer	appliances used for storing food	0.98301	3
refrigerator	appliances used for storing food or drinks	0.97877	3
freezer	appliances used for storing food or drinks	0.80227	3
fridge	appliances used for storing food or drinks	0.98430	3
microwave	appliances used in cooking	0.93828	4
oven	appliances used in cooking	0.99037	4
toaster	appliances used in cooking	0.93072	4
stove	appliances used in cooking	0.99273	4
blender	appliances used in the kitchen	0.96420	5
oven	appliances used in the kitchen	0.99087	5
toaster	appliances used in the kitchen	0.97795	5
microwave	appliances used in the kitchen	0.97838	5
dishwasher	appliances used in the kitchen	0.98869	5
goldfish	aquatic animals	0.99343	9
squid	aquatic animals	0.98752	9
otter	aquatic animals	0.97216	9
octopus	aquatic animals	0.90539	9
dolphin	aquatic animals	0.99122	9
turtle	aquatic animals	0.98510	9
crab	aquatic animals	0.90169	9
eel	aquatic animals	0.98804	9
whale	aquatic animals	0.99266	9
duck	aquatic birds	0.98029	5
swan	aquatic birds	0.92814	5
penguin	aquatic birds	0.98432	5
goose	aquatic birds	0.93681	5
flamingo	aquatic birds	0.79255	5
octopus	aquatic life	0.96280	5
turtle	aquatic life	0.98880	5
goldfish	aquatic life	0.99501	5
eel	aquatic life	0.99084	5
squid	aquatic life	0.99012	5
whale	aquatic mammals	0.98877	6
seal	aquatic mammals	0.98765	6
beaver	aquatic mammals	0.95188	6
otter	aquatic mammals	0.98067	6
walrus	aquatic mammals	0.98970	6
dolphin	aquatic mammals	0.99133	6
goldfish	aquatic organisms	0.98459	8
crab	aquatic organisms	0.89837	8
squid	aquatic organisms	0.97150	8
seaweed	aquatic organisms	0.96685	8
octopus	aquatic organisms	0.78132	8
eel	aquatic organisms	0.97575	8
turtle	aquatic organisms	0.93159	8
snail	aquatic organisms	0.80774	8
crossbow	archery equipment	0.99624	2
spear	archery equipment	0.78225	2
pyramid	architectural forms	0.89119	3
cathedral	architectural forms	0.86894	3
skyscraper	architectural forms	0.90178	3
pyramid	architectural marvels	0.98223	3
skyscraper	architectural marvels	0.99353	3
cathedral	architectural marvels	0.99513	3
chapel	architectural structures	0.98783	7
church	architectural structures	0.99033	7
cathedral	architectural structures	0.99405	7
pyramid	architectural structures	0.97655	7
bridge	architectural structures	0.98210	7
building	architectural structures	0.99198	7
skyscraper	architectural structures	0.99364	7
walrus	arctic animals	0.99158	4
caribou	arctic animals	0.99067	4
penguin	arctic animals	0.91883	4
seal	arctic animals	0.78175	4
revolver	armaments	0.88164	15
bomb	armaments	0.97208	15
bazooka	armaments	0.97540	15
catapult	armaments	0.98732	15
bayonet	armaments	0.90850	15
missile	armaments	0.98656	15
gun	armaments	0.93944	15
shotgun	armaments	0.90544	15
pistol	armaments	0.84708	15
crossbow	armaments	0.96732	15
shield	armaments	0.88433	15
cannon	armaments	0.99539	15
armour	armaments	0.98133	15
rifle	armaments	0.97739	15
grenade	armaments	0.92540	15
cannon	armor	0.99255	3
shield	armor	0.99459	3
armour	armor	0.94370	3
paintbrush	art supplies	0.96599	2
crayon	art supplies	0.98464	2
pants	articles of clothing	0.98131	8
shoes	articles of clothing	0.96982	8
scarf	articles of clothing	0.85220	8
shirt	articles of clothing	0.97385	8
vest	articles of clothing	0.87634	8
socks	articles of clothing	0.95489	8
jacket	articles of clothing	0.95539	8
dress	articles of clothing	0.80298	8
parka	articles of clothing for cold weather	0.95955	2
scarf	articles of clothing for cold weather	0.88246	2
robe	articles of clothing for lounging	0.83420	3
pajamas	articles of clothing for lounging	0.98108	3
slippers	articles of clothing for lounging	0.86296	3
vest	articles of clothing for men	0.92583	2
tie	articles of clothing for men	0.96862	2
vest	articles of clothing for the upper body	0.84729	3
shirt	articles of clothing for the upper body	0.96879	3
blouse	articles of clothing for the upper body	0.87125	3
cloak	articles of clothing for warmth	0.95173	3
shawl	articles of clothing for warmth	0.94341	3
coat	articles of clothing for warmth	0.98520	3
bra	articles of clothing for women	0.97078	6
skirt	articles of clothing for women	0.97876	6
veil	articles of clothing for women	0.97396	6
dress	articles of clothing for women	0.97366	6
camisole	articles of clothing for women	0.94492	6
gown	articles of clothing for women	0.96193	6
coat	articles of clothing used to stay warm	0.98918	2
cloak	articles of clothing used to stay warm	0.94628	2
cloak	articles of clothing worn for warmth	0.96296	5
jacket	articles of clothing worn for warmth	0.98416	5
scarf	articles of clothing worn for warmth	0.95515	5
shawl	articles of clothing worn for warmth	0.95393	5
coat	articles of clothing worn for warmth	0.98939	5
socks	articles of clothing worn on the feet	0.99142	3
sandals	articles of clothing worn on the feet	0.98138	3
shoes	articles of clothing worn on the feet	0.99430	3
shirt	articles of clothing worn on the upper body	0.97316	2
vest	articles of clothing worn on the upper body	0.85830	2
shawl	articles of clothing worn to keep warm	0.93286	3
coat	articles of clothing worn to keep warm	0.99071	3
scarf	articles of clothing worn to keep warm	0.94766	3
dress	articles of women's clothing	0.96073	6
camisole	articles of women's clothing	0.94579	6
skirt	articles of women's clothing	0.97857	6
gown	articles of women's clothing	0.94570	6
veil	articles of women's clothing	0.95205	6
bra	articles of women's clothing	0.95559	6
missile	artillery	0.82125	3
catapult	artillery	0.99675	3
cannon	artillery	0.98957	3
couch	as for lounging	0.99259	2
sofa	as for lounging	0.99224	2
bathtub	associated with a bathroom	0.99447	3
sink	associated with a bathroom	0.99474	3
toilet	associated with a bathroom	0.99551	3
barn	associated with agriculture	0.91851	3
corn	associated with agriculture	0.99117	3
tractor	associated with agriculture	0.99477	3
surfboard	associated with beach leisure	0.97923	2
pier	associated with beach leisure	0.86828	2
pier	associated with boats	0.81606	2
anchor	associated with boats	0.99450	2
chapel	associated with ceremonies	0.98964	3
church	associated with ceremonies	0.97685	3
wand	associated with ceremonies	0.89048	3
yacht	associated with cruising	0.99650	4
sailboat	associated with cruising	0.99625	4
ship	associated with cruising	0.99530	4
anchor	associated with cruising	0.97789	4
hose	associated with firefighting	0.97802	2
fire hydrant	associated with firefighting	0.98733	2
vase	associated with flower arrangements	0.99043	2
bouquet	associated with flower arrangements	0.99527	2
certificate	associated with graduation	0.94870	3
